censuscode,s_nl,m_nl,s_bu,m_bu,DISTRICT,ST_NM,closed_shrublands,deciduous_broadleaf_forest,deciduous_needleleaf_forest,evergreen_broadleaf_forest,evergreen_needleleaf_forest,grasslands,mixed_forest,open_shrublands,savannas,woody_savannas,sumVegetation,percentageVegetation,water,urban,percentUrban,totalArea,SOL,SOLperUrbanArea,croplands,percentCroplands,barren_or_sparsely_vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,District_HHD_Cluster_MSL,District_HHD_Cluster_MSW,District_HHD_Cluster_CHH,District_HHD_Cluster_FC,District_HHD_Cluster_BF,District_HHD_Cluster_EMP
195,50571.72151,0.012083596,10694.2,0.00255527,Ghazipur,Uttar Pradesh,0,0,0,0,0,3.41E+07,0,4.03E+07,0,0,7.44E+07,2.20E-02,0,3.34E+07,9.89E-03,3.38E+09,1.03E+10,3.07E+02,3.27E+09,9.68E-01,592968.2369,606060,3394455,73.10026631,1.622716398,24.53052899,41.27387717,48.84530245,9.873332178,28.98511781,59.26925271,11.1480233,73.28978649,26.31438191,5.876580537,78.2872209,15.82840626,14.83734502,10.28548029,61.38272565,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
196,36754.74216,0.011774759,7135.564706,0.002285951,Chandauli,Uttar Pradesh,4289565.266,9030924.422,0,0,0,2.95E+07,1806666.844,3.16E+07,451278.8281,3.78E+08,4.54E+08,1.79E-01,677861.7969,3.27E+07,1.29E-02,2.53E+09,1.21E+10,3.71E+02,2.04E+09,8.07E-01,1710792.964,334441,1852296,69.90676891,2.71420101,26.71547926,47.54836877,46.13672277,6.314860917,19.61446085,64.43642735,15.42093912,60.7690334,38.77443286,15.35740056,68.29338897,16.34566964,9.560189084,11.4188553,61.07841295,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
197,114210.5119,0.059678477,9287.635294,0.004853073,Varanasi,Uttar Pradesh,0,0,0,0,0,1.44E+07,0,1.57E+07,224953.5781,0,3.03E+07,1.96E-02,0,1.30E+08,8.37E-02,1.55E+09,1.75E+10,1.35E+02,1.39E+09,8.96E-01,1747479.416,813308,4585848,34.18283221,4.097790136,60.93316775,55.0560758,40.24240005,4.704259026,22.23081698,29.07258013,48.31282356,27.98115954,71.65036985,7.28438562,47.47473024,45.21733415,5.96469835,23.68427824,61.9283282,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL
198,192.3823439,0.000154549,65,5.22E-05,Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,0,0,0,0,0,1.39E+07,0,6238670.036,0,0,2.02E+07,2.00E-02,0,2.30E+07,2.28E-02,1.01E+09,7.27E+09,3.16E+02,9.61E+08,9.53E-01,4172006.95,255061,1514087,76.17648602,3.486240546,19.77857101,47.23185395,46.75680288,6.006035811,39.8118505,45.26890469,14.6320343,56.63087771,42.80497489,19.74365113,61.4692552,18.77930377,7.069540918,15.34905194,64.51861749,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
199,44635.20342,0.008034532,17144.80392,0.00308614,Mirzapur,Uttar Pradesh,4741338.234,1928675.856,0,0,0,9.98E+07,225860.5,5.10E+07,0,1.98E+08,3.55E+08,7.88E-02,1.11E+07,3.59E+07,7.96E-03,4.51E+09,9.82E+09,2.73E+02,4.10E+09,9.09E-01,6639095.329,450005,2384280,68.66893968,4.715157609,25.82633504,46.69398362,48.85186342,4.452664082,41.4733403,41.96545127,16.11365563,56.71367163,42.89515605,16.48877435,66.05233475,17.44665526,12.56479944,13.31861191,58.34650293,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
2,64591.13726,0.037465345,8832.243137,0.005123041,Badgam,Jammu & Kashmir,207092.3438,0,206803.3125,620055.8906,1.16E+08,4.61E+08,6.12E+07,3793491.441,25928.89216,1.24E+07,6.55E+08,5.10E-01,828721.625,4.66E+07,3.63E-02,1.28E+09,4.54E+09,9.75E+01,5.74E+08,4.47E-01,7708251.522,123714,715901,14.22695491,6.269078681,38.75699032,54.70369805,41.65886965,3.634933799,50.46603133,23.80983721,24.75947993,5.297587985,93.27834845,14.1376651,9.106362255,76.75795787,6.908636809,16.24903443,63.75574276,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,3. Developed,1. High Unemployement
20,25946.60517,0.008531575,7866.619608,0.002586645,Reasi,Jammu & Kashmir,6.00E+07,416847.0156,1041384.703,416794.375,1.09E+08,3.37E+08,6.95E+08,1.36E+07,7698826.762,3.95E+08,1.62E+09,7.09E-01,1041373.422,2090568.969,9.15E-04,2.28E+09,3.72E+09,1.78E+03,6.59E+08,2.88E-01,2192784.029,61382,281471,79.87513929,0.536619856,19.05471148,46.15073963,52.42808804,1.42364211,80.12314848,3.152662018,16.56551269,31.29237887,61.42317943,33.51435926,2.315432863,64.16726402,18.11554299,16.40950578,44.82273485,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
200,307478.5757,0.036998522,29532.01176,0.003553551,Sonbhadra,Uttar Pradesh,1.20E+07,2.87E+07,0,227219.625,2722322,1.81E+08,6.89E+07,1.72E+08,1492632.84,2.23E+09,2.70E+09,3.98E-01,2.50E+08,3.69E+07,5.44E-03,6.78E+09,2.03E+10,5.51E+02,3.77E+09,5.56E-01,2.39E+07,396502,1817987,68.34303988,3.534699699,27.78911254,48.0620123,49.13171308,2.807719507,56.20371978,22.00577853,21.41157901,59.82586343,39.84301492,18.28230955,59.19420659,22.52356583,13.90323473,12.17522458,54.82371436,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
201,136163.9024,0.043085224,26723.41176,0.008455869,Etah,Uttar Pradesh,220951.9063,0,0,0,0,0,0,0,0,0,2.21E+05,8.79E-05,0,2.62E+07,1.04E-02,2.51E+09,7.14E+09,2.72E+02,2.49E+09,9.89E-01,0,335678,1721086,72.28226008,1.167229905,25.36901286,40.98557576,53.07281293,5.940171236,45.21856928,35.35770113,19.11765114,67.40353762,31.74697508,1.21229601,73.87002157,24.91225222,17.6040593,10.03203791,63.91232048,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
202,112283.0189,0.04530296,20037,0.008084352,Kansiram Nagar,Uttar Pradesh,440627.2813,0,0,0,0,1.27E+07,0,2.34E+07,0,0,3.65E+07,1.86E-02,0,2.05E+07,1.04E-02,1.97E+09,2.00E+09,9.76E+01,1.91E+09,9.71E-01,116433.0579,285066,1433031,66.79507623,1.69312475,27.31593736,35.1818193,57.49567609,7.322510226,46.44037837,35.59472052,17.59315211,70.06789831,29.36665088,1.48899062,68.17822574,30.33339402,18.71299365,10.69097598,61.16901867,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
203,8264.195323,0.001256926,3747,0.000569892,Pashchim Champaran,Bihar,3104872.891,3761497.297,0,1.59E+07,0,5.19E+07,7.55E+08,6.33E+07,808888.9685,1.37E+08,1.03E+09,1.96E-01,221652.8594,3.16E+07,6.02E-03,5.25E+09,3.80E+09,1.20E+02,4.18E+09,7.96E-01,8302224.47,783532,3488024,80.58548151,1.624486811,17.35427321,33.4084456,61.21192038,5.378158135,53.10311653,38.08096555,8.400833023,87.93426995,11.84829592,2.134011629,94.72307079,3.135516737,18.44491322,6.830916301,54.3947232,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
204,8665.165874,0.001745177,4117.682353,0.000829307,Purba Champaran,Bihar,400249.7963,0,0,0,0,4107820.947,2944519.596,5883637.375,0,0,1.33E+07,3.35E-03,0,3.33E+07,8.37E-03,3.98E+09,4.22E+09,1.27E+02,3.93E+09,9.88E-01,139165.4125,1053360,4413759,79.28288676,1.450529828,18.94414151,40.14540556,54.24983681,5.602154344,49.1118721,42.4031372,7.76293366,89.27436451,10.40679692,1.92398819,95.6059332,2.468443742,20.82918438,6.881526608,58.0739909,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
205,4209.963445,0.011717285,1252,0.003484601,Sheohar,Bihar,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,891110.7031,3.09E-03,2.88E+08,2.24E+08,2.51E+02,2.87E+08,9.97E-01,0,156002,550265,78.91604082,3.044776349,17.66223446,37.82682081,58.47135293,3.697257086,35.0196459,60.01855233,3.676191972,91.5097877,8.172569582,1.2647684,97.31127293,1.41083063,21.07929816,5.123894851,59.22037564,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
206,9924.16811,0.003413539,5853.356863,0.002013334,Sitamarhi,Bihar,0,0,0,0,0,222722.2031,0,0,0,0,2.23E+05,9.56E-05,0,1.88E+07,8.07E-03,2.33E+09,1.75E+09,9.30E+01,2.31E+09,9.92E-01,0,772509,2917391,77.24390124,1.853779179,20.48947637,36.75435445,57.01047431,6.236039839,43.13511998,47.73221348,7.476628233,88.20160076,11.41016066,1.630712264,96.65837563,1.711346923,19.74952963,7.628631198,59.91956512,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
207,30918.27061,0.007219192,11628.96078,0.002715278,Madhubani,Bihar,222858.6563,0,0,0,0,2391773.73,0,5557858.238,0,2810251.051,1.10E+07,3.19E-03,0,4.17E+07,1.21E-02,3.44E+09,4.27E+09,1.02E+02,3.39E+09,9.85E-01,0,928151,3811253,80.32503838,1.875841754,17.41963527,44.88423802,50.29188386,4.823606611,45.28937856,45.76241118,6.646981364,85.29654679,14.2181534,2.516093179,95.21061077,2.273013551,22.67267484,6.480231042,55.76578096,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
208,29988.59763,0.010054009,12323.51373,0.004131594,Supaul,Bihar,4685491.422,0,0,0,0,9.81E+07,0,1.05E+08,223062.6875,4016004.094,2.12E+08,8.83E-02,223206.7344,3571096.359,1.49E-03,2.40E+09,4.18E+09,1.17E+03,2.17E+09,9.05E-01,1.16E+07,463473,1879196,87.61780837,1.380887776,10.79507005,33.61161815,61.24488891,5.144226956,31.36247182,62.01760556,4.146680173,86.00700192,13.73421559,2.19017289,96.54241671,1.251970018,21.30129055,5.031194192,51.7047184,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. High AL
209,17665.77848,0.005063086,4368.498039,0.00125203,Araria,Bihar,223686.8438,0,0,0,0,894553.7969,223274.3906,446911.4375,0,8867323.055,1.07E+07,3.80E-03,0,1.07E+07,3.82E-03,2.81E+09,4.12E+09,3.84E+02,2.78E+09,9.92E-01,0,600919,2374261,88.15246065,1.741498937,9.805272092,33.39467632,62.61992382,3.979540837,19.49158339,74.7498152,4.945118726,89.07903511,10.73672408,1.867254821,96.5075293,1.623666418,25.07790845,6.040616428,52.76138554,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. High AL
21,85714.31114,0.032221021,24223.65098,0.009105956,Jammu,Jammu & Kashmir,5827295.901,209277.1094,0,0,0,7125484.665,1.56E+08,3558488.231,209682.5469,6.52E+07,2.38E+08,1.18E-01,0,1.19E+08,5.91E-02,2.01E+09,3.39E+10,2.86E+02,1.65E+09,8.22E-01,0,571832,2509057,30.70565428,2.104181648,64.04423222,69.59820122,26.66855702,3.768865506,18.04598239,5.830941081,75.72999185,1.407037556,98.33158113,3.687040774,25.78771475,70.52673163,2.809940149,29.23696034,61.95506918,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL
211,46967.65057,0.011691873,5318.521569,0.001323964,Purnia,Bihar,1262027.542,0,0,0,0,1.18E+07,224452.375,1.46E+07,983976.2314,4703857.938,3.36E+07,1.04E-02,0,2.73E+07,8.44E-03,3.24E+09,7.40E+09,2.71E+02,3.18E+09,9.81E-01,266234.1741,714187,2897734,81.97041923,3.135047264,14.54537817,32.42120229,61.64492185,5.940607572,18.27903196,71.70161498,8.981933163,81.5243292,18.2732605,3.371370523,94.03844077,2.579298979,22.58992716,6.906431025,57.09264549,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
212,999.1224245,0.000264246,261.9960784,6.93E-05,Katihar,Bihar,5634685.659,224212.3125,0,224912.6875,0,5.77E+07,673529.125,4.72E+07,0,1797803.578,1.13E+08,3.71E-02,4.89E+07,1.24E+07,4.05E-03,3.06E+09,3.49E+09,2.82E+02,2.86E+09,9.35E-01,2.50E+07,713479,2865192,75.56195249,4.654284569,19.21869838,36.74184384,57.84566287,5.415092105,21.26682243,66.86521762,10.84550898,82.00464723,17.60424764,3.821511215,92.59316953,3.573471959,19.43150756,7.81839402,59.83878218,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
213,32114.11824,0.014114746,14147.72157,0.006218184,Madhepura,Bihar,981635.0435,642445.5318,0,0,0,1652393.407,224633.7344,3245022.504,136502.0322,3400557.268,1.03E+07,5.60E-03,56411.65882,4706278.25,2.56E-03,1.84E+09,2.05E+09,4.36E+02,1.82E+09,9.92E-01,0,418722,1671333,85.28352272,2.4088591,12.00515521,31.0363518,62.56407545,6.399332254,32.20674982,62.13984075,4.651917263,92.02690353,7.809410301,2.486337236,95.76328566,1.742871404,22.75130091,5.06099024,51.89348861,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. High AL
214,65368.06765,0.031272305,20707.23137,0.009906409,Saharsa,Bihar,672678.2656,0,0,0,0,1.53E+07,0,2.24E+07,223795.7188,1086096.373,3.97E+07,2.35E-02,0,9408316.719,5.58E-03,1.69E+09,2.42E+09,2.57E+02,1.64E+09,9.71E-01,224079.375,397841,1643974,79.58326543,2.970321561,17.03585176,31.98837928,61.27359875,6.731712166,29.57381517,60.14748329,9.082361546,84.31397191,15.44642332,3.301240194,94.60787827,2.077643833,17.03378521,7.016777638,57.92518616,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
215,69436.76181,0.024443127,18527.4,0.006522015,Darbhanga,Bihar,223443.125,0,0,0,0,446911.4844,0,0,0,3218518.835,3.89E+06,1.70E-03,213463.0671,3.80E+07,1.66E-02,2.29E+09,4.26E+09,1.12E+02,2.24E+09,9.82E-01,0,876839,3537711,71.35407378,2.956718166,25.22023188,41.08357395,50.68892214,8.224804211,39.29899491,47.35325048,11.06527287,79.19515692,20.32375989,1.926233664,95.31897908,2.758653755,13.89887416,9.128275317,62.41120318,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
216,99077.94213,0.025049386,29159.42353,0.007372233,Muzaffarpur,Bihar,0,0,0,0,0,2530809.576,0,4092876.986,0,669983.6406,7.29E+06,2.29E-03,0,3.96E+07,1.24E-02,3.18E+09,9.95E+09,2.51E+02,3.13E+09,9.85E-01,279428.0365,1034118,4365223,68.64251826,2.261386225,28.70022522,35.60017184,56.25525878,8.147204284,44.41564406,40.68312978,13.70682591,75.40941043,24.28938699,3.020837274,90.68974624,6.287699373,13.18812349,10.20167813,61.27286052,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
217,24585.98677,0.009678847,12862.60784,0.005063665,Gopalganj,Bihar,713437.2662,0,0,0,0,1.99E+07,0,1.90E+07,0,0,3.96E+07,1.94E-02,0,1.85E+07,9.09E-03,2.04E+09,4.34E+09,2.34E+02,1.98E+09,9.71E-01,473391.1094,438375,2248130,78.0711432,1.37180998,20.03589142,40.62740439,51.5428268,7.830921015,47.70287334,42.27123741,9.605251212,80.83422321,18.8534426,1.45799943,94.36379903,4.177950613,11.40547922,6.136344428,65.72996224,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
218,14695.14312,0.005318441,7757.286275,0.002807504,Siwan,Bihar,0,0,0,0,0,6892058.11,0,7178295.442,0,0,1.41E+07,6.33E-03,0,2.01E+07,9.03E-03,2.22E+09,2.57E+09,1.28E+02,2.19E+09,9.84E-01,2391172.288,564267,2936501,74.53266291,1.948340413,23.0096846,46.67859063,45.30692527,8.017658839,53.81138238,35.12880285,10.54881873,86.67299293,13.02431314,1.344774903,94.92564655,3.735221801,9.569824768,7.455846261,66.58645783,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
219,121411.7125,0.037053026,55318.4549,0.016882359,Saran (chhapra),Bihar,1345629.859,0,0,0,0,4.77E+07,0,5.85E+07,0,448233.0781,1.08E+08,4.09E-02,672802.8125,4.26E+07,1.61E-02,2.64E+09,5.85E+09,1.37E+02,2.47E+09,9.37E-01,1.57E+07,685880,3564191,75.44687423,1.207567359,22.88202936,41.58590803,49.82517044,8.58783621,51.18162565,36.919214,11.28889266,80.63914096,19.02093486,5.624000991,89.06325465,5.314244912,9.825988562,7.331902247,68.31381932,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
22,643.2873135,0.000495335,258.0941176,0.000198734,Samba,Jammu & Kashmir,1470198.594,0,0,0,0,210220.0781,9.75E+07,209755.125,107841.6322,1.19E+07,1.11E+08,1.13E-01,0,2521114.797,2.57E-03,9.82E+08,1.10E+10,4.35E+03,8.68E+08,8.84E-01,0,76047,328050,61.28411903,2.309363946,34.79629966,70.4987705,26.8423738,2.667497732,35.19562639,5.255076466,58.96311755,2.128936053,97.6607953,7.259797231,37.13559509,55.5896301,4.898338668,22.67885993,66.42706904,3. Developed,3. Developed,1. Under-Developed,3. Developed,1. Under-Developed,3. High Non-AL
220,75145.72138,0.030265548,34542.93725,0.013912448,Vaishali,Bihar,673324.1094,0,0,0,0,2.79E+07,0,3.93E+07,0,448515.2969,6.83E+07,3.41E-02,2667819.376,2.32E+07,1.16E-02,2.00E+09,6.82E+09,2.95E+02,1.89E+09,9.44E-01,1.87E+07,664367,3090834,70.73252931,3.416003504,25.46168579,32.50867066,55.44450597,12.05192175,49.34001102,39.72574285,9.632359825,85.54939153,13.96587218,7.241811529,89.38266229,3.374717438,16.31934941,8.550928325,63.63923135,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
221,21590.80613,0.006005516,10310.64706,0.002867922,Samastipur,Bihar,447941.9844,0,0,224707.7188,224715.9375,1.61E+07,449464.7188,1.70E+07,0,223795.7188,3.47E+07,1.20E-02,1137614.186,1.71E+07,5.89E-03,2.90E+09,4.57E+09,2.68E+02,2.84E+09,9.79E-01,9035657.075,874061,3638828,78.76811596,2.180018328,18.78570397,33.05524225,57.52760986,9.418586575,36.26992784,53.8727606,8.07712345,86.40552353,13.27902172,3.814359066,93.0937438,3.098140519,18.37594412,7.905375027,61.5644103,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
222,120900.6201,0.050510238,19878.42745,0.008304871,Begusarai,Bihar,4208675.089,0,0,0,0,5.19E+07,0,6.02E+07,224781.6094,224732.3594,1.17E+08,6.03E-02,3166247.771,5.62E+07,2.90E-02,1.94E+09,6.92E+09,1.23E+02,1.73E+09,8.92E-01,3.27E+07,696842,2898063,64.60321752,5.493650641,29.36312765,36.05187718,52.83875211,11.10445783,40.31033563,46.79675823,11.87167722,73.88784014,25.78836795,4.444892242,91.24590711,4.318947624,12.73115871,11.82072301,62.05893385,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
223,40672.83666,0.022092443,17463.33333,0.009485635,Khagaria,Bihar,3020938.166,0,0,0,0,5309541.418,0,6146171.921,0,225092.3438,1.47E+07,9.87E-03,2776264.788,1.60E+07,1.08E-02,1.49E+09,9.09E+08,5.67E+01,1.45E+09,9.76E-01,1658644.276,344924,1398932,74.11937818,4.736115492,20.48840614,33.4926291,57.71482095,8.789473623,24.78269271,68.00217961,6.680370458,84.99972545,14.81292749,2.075986304,94.80674351,3.10672438,16.03744857,7.233446658,58.2545113,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
224,46800.39531,0.014919046,10360.53333,0.003302734,Bhagalpur,Bihar,1.22E+07,256835.5619,0,225027.0938,0,6.02E+07,450005.0781,8.48E+07,224969.9219,4499756.734,1.63E+08,6.40E-02,1.54E+07,8.39E+07,3.30E-02,2.54E+09,1.04E+10,1.24E+02,2.25E+09,8.85E-01,2.98E+07,670957,3004327,60.07897004,6.632684658,32.42167084,37.77985102,53.74072452,8.489238058,29.22474421,52.88643236,16.39500534,61.92812118,37.56849411,13.413084,76.4329729,10.14241017,9.795138811,12.5820192,61.35220966,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
225,7289.750835,0.001912275,3291.380392,0.000863407,Banka,Bihar,3615359.516,4761790.486,0,0,0,5.10E+07,6630578.351,7.17E+07,226100.5,9.26E+07,2.31E+08,7.44E-02,451584.25,4.34E+07,1.40E-02,3.10E+09,8.75E+08,2.02E+01,2.82E+09,9.11E-01,903530.1563,395045,1718567,86.6885327,1.069762685,12.00159577,33.75569087,59.55704692,6.68520928,32.46653318,59.50589401,5.436607475,81.66797074,17.96975636,28.77517118,67.07193712,4.15568682,17.22923808,5.424693946,54.01424559,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
226,34075.70937,0.019313009,7735.882353,0.004384448,Munger,Bihar,3950808.375,3.74E+07,0,0,0,4.65E+07,7.96E+07,5.29E+07,447410.9979,1.39E+08,3.60E+08,2.52E-01,6098350.9,5.33E+07,3.73E-02,1.43E+09,2.34E+09,4.38E+01,9.87E+08,6.90E-01,2.42E+07,334041,1464190,53.38999404,5.289631512,39.99879416,42.26145054,50.32101389,7.411082472,43.03489661,30.65210738,25.43908951,57.11781668,42.41422999,20.52417548,71.27304582,8.165123144,7.701254619,13.41977476,63.94825808,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
227,12949.56801,0.008299183,4226.239216,0.002708533,Lakhisarai,Bihar,737880.4054,9796173.859,0,0,0,3638865.013,4.36E+07,3117742.505,225352.4688,6.09E+07,1.22E+08,9.64E-02,450078.6563,2.60E+07,2.05E-02,1.27E+09,1.10E+09,4.23E+01,1.11E+09,8.80E-01,2812422.124,187429,931201,64.30152218,5.13043926,29.92265498,34.86508331,57.25228006,7.878539073,30.10326577,57.67569213,11.1300183,66.90982986,32.72629529,15.88829317,77.82893309,6.314405455,16.03026629,8.919449184,60.37923069,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
228,18634.57392,0.023673628,6014.513725,0.007640924,Sheikhpura,Bihar,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,1.21E+07,1.90E-02,6.39E+08,8.24E+08,6.80E+01,6.26E+08,9.81E-01,0,118496,605099,67.16300719,5.388581893,26.83729071,36.05545504,55.23612105,8.704181576,10.68197576,76.53813968,10.78647549,72.89631127,26.75589893,13.92881279,80.37275014,5.716690015,18.79477573,9.30591523,57.69270814,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
229,13730.05348,0.004770504,4460.717647,0.001549875,Nalanda,Bihar,0,323848.5892,0,0,0,225546.6563,2238560.88,449914.8594,0,3469029.758,6.71E+06,2.87E-03,0,5.17E+07,2.22E-02,2.33E+09,6.15E+09,1.19E+02,2.27E+09,9.75E-01,0,553279,2744398,63.21369616,4.046471129,31.9730138,36.48670833,54.67497194,8.842125763,15.06962744,69.46052661,13.82328174,70.63247042,28.83305258,12.2494107,76.7363717,11.01468951,20.10200416,10.87775898,57.07248001,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
23,24677.4973,0.002879353,9185.431373,0.00107175,Chamba,Himachal Pradesh,4.77E+07,1470622.984,1681458.234,840435.2031,4.00E+08,2.31E+09,1.57E+09,6.96E+07,1.08E+07,4.66E+08,4.87E+09,7.53E-01,1.75E+07,630289.0469,9.74E-05,6.47E+09,5.02E+09,7.96E+03,5.76E+08,8.90E-02,1.01E+09,110286,481299,46.11592224,8.560116425,44.97063091,62.6201857,35.33458644,2.046031228,71.34694975,2.648342491,25.80146165,5.200560361,94.68085614,4.256696226,0.959307618,94.77771159,11.35967455,15.90715958,36.2383882,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,3. Developed,2. High AL
230,1632984.344,0.412510913,141809.5569,0.03582275,Patna,Bihar,2386269.108,224510.1563,0,0,0,6.14E+07,1349827.375,1.02E+08,0,1349316.625,1.69E+08,5.28E-02,6047143.445,1.88E+08,5.86E-02,3.20E+09,2.49E+10,1.32E+02,2.81E+09,8.79E-01,2.60E+07,1699588,8561000,31.34908307,3.253369111,64.48444341,54.77233253,38.91843364,6.312821637,13.71535666,33.32640005,51.98213514,26.75732436,72.87183735,5.336982375,57.49344212,37.20283398,8.301974068,19.75125569,63.39042168,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement
231,69620.3278,0.023762585,19678.33333,0.006716545,Bhojpur,Bihar,756695.7739,0,0,0,0,2.41E+07,225059.7344,5.43E+07,0,224336.625,7.96E+07,3.36E-02,224411.0781,4.73E+07,1.99E-02,2.37E+09,2.55E+09,5.39E+01,2.24E+09,9.46E-01,944509.5909,475498,2602053,67.4102297,1.959265864,29.9691883,37.76816769,53.6486389,8.575323766,24.65327951,56.84271669,16.9195963,76.36133885,23.09855352,2.976285494,92.95679099,4.074899579,13.2769394,9.413297884,64.5441119,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
232,9876.283593,0.004678519,4011.184314,0.001900148,Buxar,Bihar,0,0,0,0,0,6991252.478,0,1.48E+07,0,0,2.18E+07,1.27E-02,0,2.29E+07,1.34E-02,1.71E+09,2.29E+09,1.00E+02,1.66E+09,9.74E-01,227821.6122,288133,1551788,71.30134729,1.461115527,26.73253428,36.14409734,53.68452104,10.17170682,22.71815065,61.13531633,14.94470748,75.76176835,23.8543558,4.138115037,91.26447752,4.588418543,14.48226175,9.049238685,62.46742467,1. Under-Developed,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
